CustomerID,CustomerName,Gender,Age,MaritalStatus,DependentsCount,Occupation,IncomeBand,CustomerSegment,CustomerLifetimeValue,Region,State,City,ZipCode,Market,UrbanRural,PopulationDensity,NetworkCoverageScore,AccountStartDate,TenureMonths,ContractType,InternetService,PhoneService,NumLines,DeviceType,DeviceAgeMonths,UnlimitedData,StreamingTV,StreamingMovies,InternationalCalling,VoicemailService,SecurityPackage,CloudBackup,MonthlyDataUsageGB,MonthlyVoiceMinutes,MonthlySMS,AppUsageFrequency,PortalVisits,DaysSinceLastLogin,MonthlyCharges,TotalCharges,Revenue,ARPU,RevenueLast12M,MonthlyDiscount,PromotionType,AutoPayEnabled,PaymentMethod,LatePaymentsLast12M,FailedPaymentCount,SatisfactionScore,NPSScore,SupportTicketsLast90Days,ComplaintCount,AvgResolutionTimeHours,OutageImpactScore,CustomerStatus,Churn,ChurnDate,ChurnReason,ChurnProbability,RiskSegment,RetentionOfferGiven,RetentionOfferAccepted
C006012,Customer 6012,Female,73,Married,0,Business,Medium,Premium,356.53,West,Oregon,Portland,43977,Urban,Rural,1785,70.8,2023-01-25,3,Two Year,Cable,Yes,1,Router,54,Yes,Yes,No,Yes,No,Yes,No,67.1,1983,2009,19,0,99,81.46,244.38,244.38,81.46,244.38,29.14,Bundle,No,Electronic Check,0,1,8,62,0,1,24.5,7,Churned,Yes,2025-02-03,Network Quality,0.08,Medium,Yes,Yes
C006013,Customer 6013,Female,31,Single,0,Business,Low,Premium,13515.91,South,Georgia,Atlanta,14093,Metro,Urban,1028,62.5,2022-06-03,68,One Year,Cable,Yes,2,Router,60,No,No,Yes,No,Yes,Yes,No,499.6,1681,652,3,13,45,93.91,6385.88,6385.88,93.91,1126.92,24.95,Bundle,Yes,Credit Card,2,3,6,-97,1,0,2.1,4,Active,No,,,0.08,High,No,Yes
C006014,Customer 6014,Female,72,Married,2,Government,Medium,Business,3932.31,Midwest,Illinois,Chicago,18334,Suburban,Urban,1297,99.0,2021-03-07,12,One Year,Cable,Yes,4,Router,39,Yes,Yes,Yes,Yes,Yes,No,Yes,210.9,1959,2560,30,5,19,154.99,1859.88,1859.88,154.99,1859.88,10.0,Bundle,Yes,Electronic Check,2,0,4,-10,1,1,71.1,6,Active,No,,,0.2,Low,Yes,Yes
C006015,Customer 6015,Female,72,Single,3,Retired,High,Business,4572.71,South,Texas,Houston,27400,Urban,Rural,6037,78.5,2023-04-25,47,Two Year,Fiber Optic,Yes,2,Tablet,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.1,201,2359,14,9,122,47.91,2251.77,2251.77,47.91,574.92,5.63,Bundle,Yes,Electronic Check,0,2,1,27,1,1,57.8,7,Churned,Yes,2026-02-08,Price Too High,0.2,Low,No,No
C006016,Customer 6016,Female,40,Divorced,0,Retired,Medium,Business,28253.74,West,Washington,Seattle,59997,Metro,Urban,2896,77.5,2024-02-12,117,Month-to-Month,Cable,Yes,6,iPhone,41,Yes,Yes,No,No,No,Yes,Yes,469.5,2203,2283,2,5,5,95.78,11206.26,11206.26,95.78,1149.36,15.19,Seasonal,Yes,Bank Transfer,1,2,7,-15,5,0,63.4,1,Churned,Yes,2025-02-23,Service Issues,0.33,High,Yes,Yes
C006017,Customer 6017,Female,66,Divorced,0,Student,High,Family,37460.35,South,Georgia,Atlanta,53182,Urban,Urban,4993,64.6,2022-07-07,91,Month-to-Month,Cable,Yes,4,iPhone,38,Yes,No,No,No,No,No,Yes,222.2,859,2623,11,17,151,175.17,15940.47,15940.47,175.17,2102.04,4.54,None,No,Credit Card,0,3,8,88,0,1,56.0,6,Churned,Yes,2026-02-07,Moved Away,0.33,High,No,No
C006018,Customer 6018,Female,45,Single,2,Government,Medium,Premium,7031.79,South,Florida,Miami,31144,Urban,Urban,4903,86.5,2023-09-20,42,Month-to-Month,Fiber Optic,Yes,4,Tablet,21,Yes,No,Yes,No,Yes,Yes,No,351.5,834,1715,30,20,144,123.48,5186.16,5186.16,123.48,1481.76,27.9,Bundle,No,Electronic Check,0,1,6,69,1,1,39.8,3,Active,No,,,0.33,Medium,Yes,Yes
C006019,Customer 6019,Female,66,Divorced,1,Professional,Medium,Business,3644.23,Northeast,New York,New York,39724,Suburban,Urban,3759,74.8,2021-06-17,42,Month-to-Month,DSL,Yes,5,Tablet,7,Yes,No,No,Yes,No,Yes,No,45.3,3810,100,6,4,36,59.53,2500.26,2500.26,59.53,714.36,28.64,Seasonal,Yes,Credit Card,5,2,4,40,5,2,71.0,1,Churned,Yes,2025-09-10,Moved Away,0.45,High,Yes,No
C006020,Customer 6020,Female,38,Married,5,Business,Low,Family,12886.86,Northeast,Massachusetts,Boston,47071,Metro,Rural,4072,78.0,2024-10-20,56,One Year,Fiber Optic,Yes,1,iPhone,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,390.7,1354,1009,16,5,160,153.4,8590.4,8590.4,153.4,1840.8,1.14,None,No,Electronic Check,6,0,2,-40,2,3,23.0,5,Active,No,,,0.28,Low,Yes,No
C006021,Customer 6021,Male,63,Divorced,2,Student,Low,Family,10257.82,Midwest,Ohio,Columbus,69713,Urban,Rural,6901,60.1,2025-09-11,61,One Year,DSL,Yes,3,iPhone,30,Yes,No,Yes,Yes,No,No,No,367.7,3708,2970,15,15,148,60.48,3689.28,3689.28,60.48,725.76,19.26,Bundle,No,Electronic Check,0,2,5,79,0,4,51.4,10,Active,No,,,0.16,Medium,No,Yes
C006022,Customer 6022,Female,72,Married,5,Retired,High,Consumer,44604.08,South,North Carolina,Charlotte,98089,Suburban,Urban,6157,80.4,2022-04-17,98,Month-to-Month,Cable,Yes,5,iPhone,31,No,No,Yes,Yes,No,No,Yes,62.5,1721,1373,13,14,22,174.43,17094.14,17094.14,174.43,2093.16,0.26,Seasonal,No,Credit Card,2,2,6,78,0,0,1.3,4,Active,No,,,0.33,Medium,Yes,No
C006023,Customer 6023,Female,75,Divorced,4,Student,Medium,Consumer,5887.35,Northeast,New York,New York,64400,Suburban,Urban,789,71.0,2025-06-26,53,Month-to-Month,Cable,Yes,5,iPhone,59,No,Yes,No,Yes,No,No,Yes,38.6,1090,2908,27,20,55,51.28,2717.84,2717.84,51.28,615.36,3.13,Bundle,Yes,Bank Transfer,4,2,7,-32,0,1,2.3,2,Active,No,,,0.33,High,No,Yes
C006024,Customer 6024,Male,54,Single,1,Student,Low,Business,12895.83,Midwest,Ohio,Columbus,76762,Urban,Rural,9279,87.2,2025-03-16,100,Month-to-Month,Cable,Yes,4,Tablet,21,Yes,No,No,No,Yes,Yes,No,272.6,2464,2921,2,19,131,47.15,4715.0,4715.0,47.15,565.8,18.96,Bundle,No,Mailed Check,0,2,3,15,1,3,35.4,8,Churned,Yes,2025-05-04,Network Quality,0.53,Low,No,Yes
C006025,Customer 6025,Female,25,Divorced,1,Professional,Medium,Consumer,4212.31,South,Florida,Miami,52758,Suburban,Urban,6719,65.7,2022-02-26,47,Month-to-Month,Fiber Optic,Yes,3,Android,24,Yes,No,No,Yes,No,No,Yes,422.1,1457,1270,12,15,12,38.31,1800.57,1800.57,38.31,459.72,5.79,Bundle,No,Electronic Check,1,0,7,-40,4,1,61.6,7,Active,No,,,0.33,Medium,No,Yes
C006026,Customer 6026,Male,37,Married,4,Retired,High,Premium,10675.17,West,California,Los Angeles,63227,Urban,Urban,7073,67.7,2023-10-19,69,Two Year,Fiber Optic,Yes,4,Android,51,No,Yes,No,No,Yes,No,Yes,139.2,2064,2261,26,11,176,96.17,6635.73,6635.73,96.17,1154.04,16.38,Retention,No,Bank Transfer,3,0,2,-26,0,4,67.7,9,Active,No,,,0.28,Low,No,No
C006027,Customer 6027,Male,44,Married,3,Government,Medium,Family,8460.37,South,Florida,Miami,90794,Metro,Urban,6394,95.3,2018-11-01,104,Month-to-Month,DSL,Yes,4,iPhone,8,No,No,Yes,No,No,Yes,Yes,125.6,3339,704,3,0,174,38.74,4028.96,4028.96,38.74,464.88,29.13,Seasonal,Yes,Mailed Check,6,1,9,-8,1,0,48.7,6,Active,No,,,0.33,Low,Yes,Yes
C006028,Customer 6028,Female,37,Divorced,2,Professional,High,Family,14793.99,South,Florida,Miami,39750,Urban,Rural,732,74.5,2022-01-28,115,Two Year,Cable,Yes,2,Router,52,No,No,Yes,No,Yes,Yes,Yes,313.9,2204,601,24,7,34,60.97,7011.55,7011.55,60.97,731.64,22.75,Bundle,Yes,Bank Transfer,3,2,6,6,3,0,43.8,5,Active,No,,,0.08,Low,Yes,Yes
C006029,Customer 6029,Male,44,Divorced,0,Retired,High,Business,12961.51,West,Oregon,Portland,69601,Metro,Rural,8363,65.6,2021-02-06,87,Month-to-Month,Fiber Optic,Yes,5,Tablet,56,No,Yes,No,No,Yes,No,No,360.3,2276,2203,3,10,37,62.76,5460.12,5460.12,62.76,753.12,24.87,Retention,No,Credit Card,2,0,5,-26,3,1,54.0,9,Active,No,,,0.33,High,Yes,No
C006030,Customer 6030,Female,31,Single,1,Student,Low,Consumer,27521.91,Northeast,Massachusetts,Boston,50466,Metro,Rural,6211,72.6,2021-04-29,89,Two Year,Cable,Yes,6,Android,3,No,Yes,No,Yes,No,Yes,No,428.5,3934,485,27,4,86,156.4,13919.6,13919.6,156.4,1876.8,26.46,Retention,Yes,Electronic Check,0,2,7,-87,1,1,17.9,2,Active,No,,,0.08,Medium,No,Yes
C006031,Customer 6031,Male,52,Married,1,Retired,Medium,Premium,5241.56,West,California,Los Angeles,93830,Suburban,Urban,5783,90.1,2018-01-14,97,Month-to-Month,Cable,Yes,6,iPhone,14,Yes,No,No,Yes,No,Yes,Yes,337.5,1065,1904,17,17,178,40.5,3928.5,3928.5,40.5,486.0,4.54,None,No,Bank Transfer,4,1,2,-37,1,1,40.9,3,Churned,Yes,2025-11-17,Moved Away,0.45,Medium,No,Yes
C006032,Customer 6032,Male,18,Divorced,5,Student,High,Premium,5992.17,Northeast,New Jersey,Newark,80194,Suburban,Urban,2067,71.9,2019-06-30,28,One Year,Cable,Yes,5,iPhone,27,No,Yes,No,Yes,Yes,No,Yes,483.9,73,1219,10,19,103,76.8,2150.4,2150.4,76.8,921.6,28.86,Retention,No,Mailed Check,1,3,8,59,1,0,16.0,5,Active,No,,,0.08,Low,Yes,No
C006033,Customer 6033,Male,60,Single,2,Government,Low,Consumer,8594.02,Midwest,Michigan,Detroit,75368,Suburban,Rural,8773,66.7,2018-09-19,63,Month-to-Month,DSL,Yes,4,Tablet,44,Yes,Yes,Yes,No,Yes,No,Yes,167.5,3081,1075,28,12,26,119.68,7539.84,7539.84,119.68,1436.16,8.08,Seasonal,Yes,Credit Card,1,1,7,-78,1,1,38.9,1,Active,No,,,0.33,High,No,No
C006034,Customer 6034,Female,52,Married,3,Professional,Low,Consumer,3245.9,West,Nevada,Las Vegas,90727,Suburban,Urban,2240,83.1,2018-10-22,71,Month-to-Month,Fiber Optic,Yes,4,iPhone,19,No,Yes,Yes,Yes,Yes,No,No,431.3,3694,2247,10,0,118,39.0,2769.0,2769.0,39.0,468.0,0.73,Bundle,Yes,Mailed Check,4,0,1,-32,3,4,45.7,3,Active,No,,,0.53,Medium,No,Yes
C006035,Customer 6035,Female,58,Divorced,1,Government,Low,Business,22818.79,West,Nevada,Las Vegas,96323,Urban,Rural,8327,69.2,2021-12-24,83,Month-to-Month,Fiber Optic,Yes,6,Android,46,Yes,No,No,No,Yes,No,No,447.1,885,2169,9,3,113,125.67,10430.61,10430.61,125.67,1508.04,26.52,None,Yes,Bank Transfer,3,3,6,57,3,1,48.6,10,Active,No,,,0.33,High,No,No
C006036,Customer 6036,Male,71,Single,0,Government,High,Family,18667.29,Midwest,Minnesota,Minneapolis,86245,Urban,Rural,7148,78.9,2022-12-15,103,Month-to-Month,DSL,Yes,1,iPhone,28,Yes,Yes,No,Yes,Yes,No,Yes,333.4,914,555,18,7,166,104.93,10807.79,10807.79,104.93,1259.16,3.84,Bundle,Yes,Credit Card,2,1,2,72,2,1,30.5,10,Active,No,,,0.45,High,Yes,No
C006037,Customer 6037,Female,70,Single,4,Government,High,Premium,50298.4,South,Georgia,Atlanta,49625,Suburban,Rural,5815,77.5,2024-12-01,105,Month-to-Month,Fiber Optic,Yes,4,Tablet,52,Yes,No,Yes,Yes,No,Yes,Yes,443.7,3064,884,8,4,150,179.79,18877.95,18877.95,179.79,2157.48,23.93,Bundle,Yes,Bank Transfer,2,2,7,34,2,0,39.0,5,Churned,Yes,2026-05-17,Network Quality,0.33,High,No,No
C006038,Customer 6038,Male,42,Married,2,Government,Low,Family,43834.09,Midwest,Ohio,Columbus,62559,Metro,Urban,6270,62.7,2021-11-06,116,One Year,Cable,Yes,2,iPhone,56,No,Yes,Yes,Yes,No,No,Yes,346.0,3521,2725,18,3,77,154.29,17897.64,17897.64,154.29,1851.48,7.2,None,Yes,Mailed Check,4,1,4,30,0,0,4.5,8,Active,No,,,0.2,Medium,Yes,No
C006039,Customer 6039,Female,31,Single,3,Business,High,Family,9937.83,South,Florida,Miami,83587,Urban,Rural,1271,84.0,2022-01-14,31,Month-to-Month,Cable,Yes,3,iPhone,49,Yes,No,Yes,No,Yes,Yes,Yes,53.3,2517,1421,7,16,152,165.32,5124.92,5124.92,165.32,1983.84,17.36,Bundle,No,Bank Transfer,2,3,4,66,2,2,11.9,5,Churned,Yes,2025-11-21,Network Quality,0.45,Low,No,No
C006040,Customer 6040,Male,68,Divorced,3,Professional,Medium,Premium,10854.12,Midwest,Ohio,Columbus,96409,Metro,Rural,7777,87.0,2024-01-11,105,One Year,DSL,Yes,6,iPhone,33,No,No,No,Yes,Yes,Yes,No,333.3,2136,2639,19,0,82,58.89,6183.45,6183.45,58.89,706.68,26.0,Retention,Yes,Credit Card,0,3,1,62,6,2,24.9,9,Active,No,,,0.2,Medium,No,Yes
C006041,Customer 6041,Male,61,Divorced,4,Student,Medium,Business,19028.78,Northeast,Pennsylvania,Philadelphia,92646,Urban,Rural,2139,89.2,2021-12-21,57,One Year,DSL,Yes,5,Tablet,60,No,No,Yes,Yes,Yes,No,Yes,200.4,1121,355,22,14,42,173.44,9886.08,9886.08,173.44,2081.28,21.6,None,Yes,Electronic Check,4,3,5,15,5,0,26.2,2,Active,No,,,0.08,Low,No,Yes
C006042,Customer 6042,Female,18,Married,4,Retired,High,Business,20957.67,West,Washington,Seattle,50957,Metro,Urban,4561,63.9,2020-09-11,89,Month-to-Month,Fiber Optic,Yes,2,Router,54,No,Yes,No,Yes,No,Yes,No,191.6,3932,1454,10,9,92,89.17,7936.13,7936.13,89.17,1070.04,25.42,Retention,Yes,Mailed Check,3,3,1,-94,2,0,57.3,2,Active,No,,,0.45,Medium,Yes,Yes
C006043,Customer 6043,Male,79,Divorced,5,Government,High,Premium,3297.59,West,Nevada,Las Vegas,61717,Suburban,Rural,2850,78.4,2023-10-11,35,Two Year,DSL,Yes,3,Router,24,Yes,Yes,Yes,Yes,No,No,Yes,111.8,3869,1779,23,9,112,67.01,2345.35,2345.35,67.01,804.12,26.98,Bundle,No,Credit Card,0,1,9,77,0,3,44.5,1,Churned,Yes,2026-02-11,Competitor Offer,0.16,Medium,No,Yes
C006044,Customer 6044,Female,59,Married,5,Government,Low,Consumer,23111.73,Northeast,Pennsylvania,Philadelphia,24251,Suburban,Urban,6497,77.3,2022-05-22,90,Month-to-Month,Fiber Optic,Yes,6,iPhone,60,No,No,No,No,Yes,Yes,Yes,377.2,2993,2010,28,16,75,108.14,9732.6,9732.6,108.14,1297.68,5.47,Retention,Yes,Credit Card,1,2,7,-53,2,2,21.1,1,Active,No,,,0.33,Low,No,Yes
C006045,Customer 6045,Female,63,Divorced,0,Professional,Medium,Consumer,21909.42,Midwest,Michigan,Detroit,91859,Urban,Rural,1899,83.0,2025-07-21,96,Month-to-Month,Cable,Yes,5,Router,51,Yes,No,No,No,No,Yes,Yes,260.0,962,599,21,2,139,95.67,9184.32,9184.32,95.67,1148.04,26.14,Bundle,No,Credit Card,5,1,7,-41,2,2,66.4,2,Churned,Yes,2025-11-14,Moved Away,0.33,Medium,Yes,Yes
C006046,Customer 6046,Male,74,Single,3,Business,Low,Business,12827.95,Midwest,Illinois,Chicago,30394,Urban,Urban,6948,84.2,2023-09-14,92,Month-to-Month,DSL,Yes,3,iPhone,1,Yes,Yes,No,No,Yes,Yes,Yes,417.9,912,2503,13,12,112,86.23,7933.16,7933.16,86.23,1034.76,13.01,Retention,No,Bank Transfer,0,0,3,-55,0,0,59.9,1,Active,No,,,0.45,High,No,Yes
C006047,Customer 6047,Male,39,Divorced,1,Professional,Medium,Premium,7845.15,South,Georgia,Atlanta,25848,Suburban,Rural,8396,69.9,2022-04-01,33,Month-to-Month,Cable,Yes,3,Android,35,Yes,Yes,Yes,No,No,No,Yes,397.3,2482,596,20,9,23,138.15,4558.95,4558.95,138.15,1657.8,12.11,None,Yes,Credit Card,1,2,3,-69,2,3,19.4,10,Active,No,,,0.53,Low,Yes,No
C006048,Customer 6048,Male,54,Married,5,Government,High,Business,6237.24,Northeast,Pennsylvania,Philadelphia,41466,Urban,Rural,3465,69.9,2022-05-03,84,Two Year,Fiber Optic,Yes,6,Tablet,28,No,No,No,Yes,Yes,Yes,Yes,443.0,1385,1888,28,7,164,42.95,3607.8,3607.8,42.95,515.4,26.06,Retention,Yes,Electronic Check,1,3,6,-82,1,1,16.5,10,Active,No,,,0.08,Medium,Yes,Yes
C006049,Customer 6049,Male,37,Married,3,Government,High,Consumer,33462.99,Midwest,Minnesota,Minneapolis,48075,Metro,Rural,2077,85.6,2018-02-05,112,Month-to-Month,DSL,Yes,2,iPhone,22,Yes,No,No,Yes,No,No,No,66.7,152,2570,4,4,31,139.95,15674.4,15674.4,139.95,1679.4,29.49,Bundle,Yes,Bank Transfer,0,0,8,22,0,0,39.4,7,Active,No,,,0.33,High,Yes,Yes
C006050,Customer 6050,Male,67,Married,4,Business,Medium,Premium,10022.76,Northeast,New York,New York,16352,Suburban,Rural,6255,79.2,2018-01-06,60,Month-to-Month,DSL,Yes,3,Router,28,No,Yes,Yes,No,Yes,Yes,No,142.0,438,472,4,8,90,122.06,7323.6,7323.6,122.06,1464.72,24.28,None,Yes,Mailed Check,3,1,8,-1,0,1,65.3,8,Churned,Yes,2025-03-17,Price Too High,0.33,Low,No,No
C006051,Customer 6051,Male,44,Single,2,Business,Medium,Premium,4645.02,Midwest,Michigan,Detroit,50011,Urban,Urban,8543,89.5,2019-04-07,55,Two Year,Fiber Optic,Yes,2,Android,28,Yes,No,Yes,Yes,No,Yes,No,368.4,3473,1743,23,16,53,41.1,2260.5,2260.5,41.1,493.2,11.76,Retention,No,Mailed Check,6,1,1,-98,2,0,3.7,9,Active,No,,,0.2,Medium,Yes,No
C006052,Customer 6052,Male,79,Divorced,5,Business,Medium,Family,797.23,South,Texas,Houston,73560,Urban,Rural,5070,60.0,2019-08-30,5,Month-to-Month,DSL,Yes,1,Android,25,Yes,Yes,No,Yes,Yes,Yes,No,161.6,3319,488,19,6,47,96.4,482.0,482.0,96.4,482.0,11.02,Retention,No,Mailed Check,4,2,8,-16,1,2,10.9,2,Active,No,,,0.33,Medium,No,No
C006053,Customer 6053,Female,25,Divorced,4,Business,Medium,Consumer,14922.81,West,Oregon,Portland,11316,Suburban,Rural,9216,64.1,2019-04-09,90,Month-to-Month,Cable,Yes,4,Android,1,No,Yes,Yes,No,No,Yes,Yes,192.7,2534,1934,11,5,103,98.43,8858.7,8858.7,98.43,1181.16,12.26,None,No,Bank Transfer,2,3,8,28,1,2,64.6,9,Churned,Yes,2025-04-12,Competitor Offer,0.33,High,No,No
C006054,Customer 6054,Male,71,Married,0,Business,High,Family,36136.11,South,North Carolina,Charlotte,10726,Metro,Rural,4541,89.9,2018-07-02,91,Month-to-Month,DSL,Yes,2,iPhone,5,Yes,No,Yes,Yes,No,No,No,375.4,3437,1628,30,4,176,154.16,14028.56,14028.56,154.16,1849.92,15.08,None,No,Electronic Check,5,1,8,-93,2,2,42.1,10,Churned,Yes,2025-04-09,Price Too High,0.33,Medium,No,Yes
C006055,Customer 6055,Male,76,Single,0,Government,Medium,Business,29778.59,Midwest,Minnesota,Minneapolis,30885,Metro,Rural,8580,74.5,2023-06-16,75,Month-to-Month,DSL,Yes,6,Router,2,No,Yes,No,Yes,No,Yes,No,219.2,198,331,12,19,55,143.51,10763.25,10763.25,143.51,1722.12,12.05,Retention,No,Mailed Check,1,3,2,-20,0,2,17.5,2,Churned,Yes,2026-07-20,Service Issues,0.45,Medium,No,No
C006056,Customer 6056,Female,28,Single,1,Business,Low,Family,5848.33,Midwest,Michigan,Detroit,43783,Urban,Urban,5678,91.9,2025-02-22,47,Month-to-Month,Cable,Yes,4,Tablet,2,Yes,No,No,No,No,No,Yes,475.8,97,283,10,11,118,72.72,3417.84,3417.84,72.72,872.64,10.47,Seasonal,No,Electronic Check,2,2,6,-43,6,0,18.1,9,Churned,Yes,2026-07-14,Competitor Offer,0.33,Low,Yes,No
C006057,Customer 6057,Female,36,Divorced,1,Student,High,Business,4044.67,Northeast,Pennsylvania,Philadelphia,24262,Suburban,Urban,1407,78.2,2019-12-19,22,Month-to-Month,Fiber Optic,Yes,5,iPhone,23,Yes,No,Yes,No,Yes,Yes,No,234.3,853,791,19,9,129,76.06,1673.32,1673.32,76.06,912.72,7.65,Retention,No,Mailed Check,6,3,7,-59,3,1,15.6,3,Active,No,,,0.33,Low,Yes,Yes
C006058,Customer 6058,Male,79,Divorced,2,Business,Low,Family,23589.01,West,Oregon,Portland,75902,Urban,Rural,3554,91.1,2021-03-07,66,One Year,DSL,Yes,5,Router,2,No,No,Yes,Yes,No,Yes,No,75.4,2047,1093,29,11,119,142.09,9377.94,9377.94,142.09,1705.08,24.27,Bundle,No,Mailed Check,3,1,7,92,1,1,37.8,10,Active,No,,,0.08,Low,No,No
C006059,Customer 6059,Male,49,Single,1,Business,High,Consumer,2978.72,Northeast,Massachusetts,Boston,28106,Suburban,Urban,931,83.0,2023-11-21,15,Month-to-Month,Fiber Optic,Yes,4,Router,51,No,No,No,Yes,Yes,Yes,Yes,384.9,2224,1864,26,11,149,131.26,1968.9,1968.9,131.26,1575.12,11.36,Bundle,Yes,Mailed Check,1,2,7,95,1,4,50.0,4,Active,No,,,0.41,Low,Yes,Yes
C006060,Customer 6060,Male,76,Married,3,Government,Low,Family,5912.18,Northeast,New Jersey,Newark,18404,Metro,Urban,962,91.0,2018-05-28,33,Month-to-Month,Fiber Optic,Yes,6,Android,13,No,No,No,Yes,No,No,Yes,297.1,3392,1948,5,20,119,71.73,2367.09,2367.09,71.73,860.76,4.76,Retention,Yes,Bank Transfer,4,0,4,61,2,1,13.6,6,Active,No,,,0.45,Medium,Yes,Yes
C006061,Customer 6061,Male,41,Divorced,3,Professional,Low,Business,5296.98,Midwest,Minnesota,Minneapolis,82328,Urban,Rural,6113,80.2,2019-12-09,31,One Year,Fiber Optic,Yes,6,Android,26,No,Yes,Yes,Yes,No,No,Yes,15.5,77,756,19,5,77,143.63,4452.53,4452.53,143.63,1723.56,28.69,Retention,Yes,Credit Card,4,1,3,0,0,2,43.4,7,Churned,Yes,2026-02-09,Competitor Offer,0.2,Low,No,Yes
C006062,Customer 6062,Male,34,Married,1,Government,High,Business,1085.85,Northeast,Massachusetts,Boston,10373,Suburban,Urban,8464,89.5,2021-10-06,13,One Year,Fiber Optic,Yes,4,iPhone,51,No,No,Yes,No,No,Yes,Yes,242.0,606,2057,10,18,138,70.58,917.54,917.54,70.58,846.96,0.77,Seasonal,Yes,Credit Card,3,0,10,-85,1,2,47.1,7,Active,No,,,0.08,Low,Yes,Yes
C006063,Customer 6063,Female,76,Married,3,Retired,Low,Business,31643.43,West,Washington,Seattle,53629,Suburban,Urban,9567,63.2,2023-02-04,116,One Year,DSL,Yes,4,Tablet,57,Yes,No,No,Yes,No,No,No,338.4,2388,1297,21,6,5,110.03,12763.48,12763.48,110.03,1320.36,13.02,Retention,No,Credit Card,2,0,10,71,2,0,34.7,4,Active,No,,,0.08,Low,Yes,Yes
C006064,Customer 6064,Female,60,Married,4,Retired,Low,Premium,29977.85,Midwest,Ohio,Columbus,14588,Suburban,Urban,5978,62.0,2022-03-01,99,One Year,DSL,Yes,5,Router,32,No,Yes,Yes,Yes,Yes,Yes,No,40.6,310,505,30,18,18,140.19,13878.81,13878.81,140.19,1682.28,27.17,Retention,No,Credit Card,2,1,4,98,2,2,64.7,7,Active,No,,,0.2,Medium,No,Yes
C006065,Customer 6065,Male,76,Married,4,Student,High,Business,3348.67,West,Oregon,Portland,12837,Metro,Urban,6325,61.0,2025-08-12,13,One Year,Cable,Yes,4,iPhone,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,69.9,307,1832,12,12,173,172.34,2240.42,2240.42,172.34,2068.08,9.56,Retention,Yes,Bank Transfer,5,1,9,59,2,2,51.7,3,Active,No,,,0.08,Low,Yes,No
C006066,Customer 6066,Male,56,Single,3,Business,Low,Premium,15027.06,Northeast,Massachusetts,Boston,24970,Metro,Urban,7148,65.8,2020-10-22,88,One Year,DSL,Yes,3,iPhone,53,No,No,Yes,Yes,Yes,No,Yes,367.0,882,1013,4,4,61,74.16,6526.08,6526.08,74.16,889.92,29.85,Retention,No,Mailed Check,0,0,9,-85,3,1,42.7,7,Active,No,,,0.08,High,No,No
C006067,Customer 6067,Female,34,Divorced,5,Government,Medium,Consumer,7008.53,Northeast,New Jersey,Newark,34248,Urban,Rural,761,60.9,2019-07-30,66,One Year,Fiber Optic,Yes,2,iPhone,46,No,No,No,No,No,Yes,No,267.4,2400,669,8,5,114,50.2,3313.2,3313.2,50.2,602.4,8.37,Seasonal,Yes,Bank Transfer,4,1,1,27,4,1,12.8,10,Active,No,,,0.2,Medium,No,Yes
C006068,Customer 6068,Female,20,Divorced,2,Business,Low,Premium,18089.54,West,Washington,Seattle,43331,Suburban,Urban,3661,92.4,2019-10-11,93,One Year,DSL,Yes,1,Android,6,No,No,No,Yes,Yes,Yes,Yes,454.3,2159,1476,8,7,32,152.97,14226.21,14226.21,152.97,1835.64,26.19,None,No,Bank Transfer,2,0,4,42,2,0,58.3,2,Active,No,,,0.2,Low,Yes,No
C006069,Customer 6069,Male,67,Single,0,Student,Low,Business,29798.77,Northeast,New York,New York,26579,Suburban,Rural,3822,64.3,2021-02-04,107,Month-to-Month,DSL,Yes,1,iPhone,21,No,Yes,Yes,Yes,No,No,No,179.7,2021,1570,13,20,127,102.03,10917.21,10917.21,102.03,1224.36,27.79,Seasonal,No,Mailed Check,4,1,5,-61,2,2,64.0,5,Active,No,,,0.33,Medium,Yes,Yes
C006070,Customer 6070,Male,41,Single,5,Government,High,Consumer,14322.3,Midwest,Illinois,Chicago,37007,Suburban,Rural,498,66.5,2021-05-31,85,Month-to-Month,DSL,Yes,3,Android,43,No,No,Yes,No,Yes,No,No,154.6,2513,2728,12,19,113,66.1,5618.5,5618.5,66.1,793.2,14.05,Bundle,No,Mailed Check,6,3,10,44,1,1,49.5,2,Active,No,,,0.33,Low,No,No
C006071,Customer 6071,Female,21,Divorced,3,Government,Low,Business,3625.26,West,California,Los Angeles,90011,Metro,Urban,1741,94.0,2021-04-06,23,Month-to-Month,Fiber Optic,Yes,3,iPhone,56,Yes,No,Yes,No,Yes,Yes,Yes,350.3,142,939,8,1,45,82.32,1893.36,1893.36,82.32,987.84,23.21,Retention,Yes,Electronic Check,6,2,1,-16,3,2,54.2,6,Churned,Yes,2026-01-14,Price Too High,0.45,High,Yes,Yes
